subject,predicate,object,scope
O006-C140-CMP-CA04-P10-SOL,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB00,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB01,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB02,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB03,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB04,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB05,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB06,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB07,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB08,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB09,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-RUB10,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CA04-SEC01,belongs_to,O006-C140-CMP-CA04,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-D008,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-D009,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-D010,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-D011,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-MS03,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-MS12,local
O006-C140-CMP-CP01,assesses,O006-C140-CMP-SIM005,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D008-THM03,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D008-THM06,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D009-REM-GM-SCOPE,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D009-THM-GAUSS-MARKOV,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D009-THM-SIGMA-UNBIASED,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-REM04,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM03,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM04,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM05,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM06,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM08,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM09,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D010-THM10,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D011-DEF01,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D011-DEF02,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D011-THM01,local
O006-C140-CMP-CP01,references,O006-C140-CMP-D011-THM05,local
O006-C140-CMP-CP01,references,O006-C140-CMP-MS12-SEC02,local
O006-C140-CMP-CP01,references,O006-C140-CMP-SIM005-REM01,local
O006-C140-CMP-CP01,references,O006-C140-CMP-SIM005-SEC03,local
O006-C140-CMP-CP01,uses,O006-C140-CMP-CA02,local
O006-C140-CMP-CP01,uses,O006-C140-CMP-CA03,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-ALT-TEXT-MD,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-ANOVA-NESTED-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-COEFFICIENT-UNCERTAINTY-SVG,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-COEFFICIENTS-CLASSIC-HC3-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-CONDITIONING-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-DATA-SUMMARY-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-DELETED-CASE-SENSITIVITY-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-DIAGNOSTICS-OBSERVATIONS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-DIAGNOSTICS-SUMMARY-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-DIAGNOSTICS-TEXT-TXT,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-INFERENCE-COEFFICIENTS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-INFERENCE-CONTRASTS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-INFERENCE-JOINT-F-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-INFERENCE-RESULTS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-INFLUENCE-SVG,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-LEVERAGE-SELECTOR-INTERVALS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-LOOCV-METRICS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-MODEL-FIT-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-MODEL-SENSITIVITY-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-MODEL-SENSITIVITY-SVG,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-PROFILE-OUT-SENSITIVITY-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-REFERENCE-PREDICTION-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-RESIDUAL-BINS-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-RESIDUAL-QUANTILES-SVG,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-RESIDUALS-FITTED-SVG,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-CP01-SCREEN-SENSITIVITY-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-ANALYSIS-MANIFEST-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-CLEAN-DATA-CONCRETE-COMPRESSIVE-STRENGTH-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-CLEAN-METADATA-COLUMN-MANIFEST-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-CLEAN-METADATA-ROW-MANIFEST-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-CLEAN-METADATA-TRANSFORM-LEDGER-JSON,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-PROVENANCE-DATASET-PROVENANCE-JSON,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-PROVENANCE-SHA256SUMS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-RECEIPT-CP01-REPLAY-RECEIPT-JSON,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-RECEIPT-CP01-TRANSFORM-RECEIPT-JSON,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-DATA-CONCRETE-COMPRESSIVE-STRENGTH-ZIP,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-DATA-CONCRETE-DATA-XLS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-DATA-CONCRETE-README-TXT,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-DATA-DATA-CSV,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-RIGHTS-WITNESS-CC-BY-4-0-LEGALCODE-HTML,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-RIGHTS-WITNESS-DOI-10-24432-C5PK67-CSL-JSON,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-RIGHTS-WITNESS-DOI-10-24432-C5PK67-RESOLVED-HTML,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-RIGHTS-WITNESS-UCI-DATASET-165-API-JSON,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-RIGHTS-WITNESS-UCI-DATASET-165-RECORD-HTML,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-SCRIPT-RUN-CP01-ANALYSIS-PY,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-SCRIPT-TRANSFORM-CP01-PY,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-CC-BY-4-0-LEGALCODE-HTML-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-CONCRETE-COMPRESSIVE-STRENGTH-ZIP-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-DATA-CSV-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-DOI-10-24432-C5PK67-CSL-JSON-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-DOI-10-24432-C5PK67-RESOLVED-HTML-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-UCI-DATASET-165-API-JSON-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-ASSET-SOURCE-TRANSPORT-WITNESS-UCI-DATASET-165-RECORD-HTML-HEADERS,supports,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-P01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-P01-ANS,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-P01-H01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-P01-H02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-P01-SOL,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB00,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB04,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB05,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB06,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB07,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-RUB08,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC01-DATA01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC01-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC02-DATA01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC02-DATA02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC02-DATA03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC02-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC03-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC04,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC04-DATA01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC04-DATA02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC04-DATA03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC04-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC05,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC05-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC05-TAB02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC05-TAB03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC06,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC06-FIG01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC06-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC06-TAB02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC06-TAB03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-FIG01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-FIG02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-FIG03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-FIG04,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-FIG05,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC07-TAB02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC08,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC08-DATA01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC08-DATA02,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC08-DATA03,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC08-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC09,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP01-SEC09-TAB01,belongs_to,O006-C140-CMP-CP01,local
O006-C140-CMP-CP02,assesses,O006-C140-CMP-D012,local
O006-C140-CMP-CP02,assesses,O006-C140-CMP-D013,local
O006-C140-CMP-CP02,assesses,O006-C140-CMP-MS11,local
O006-C140-CMP-CP02,assesses,O006-C140-CMP-SIM006,local
O006-C140-CMP-CP02,follows,O006-C140-CMP-CP01,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D012-DEF02,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D012-REM03,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D012-THM03,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D013-ALG02,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D013-DEF01,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D013-DEF02,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D013-SEC05,local
O006-C140-CMP-CP02,references,O006-C140-CMP-D013-THM04,local
O006-C140-CMP-CP02,references,O006-C140-CMP-SIM006-THM01,local
O006-C140-CMP-CP02,uses,O006-C140-CMP-CA02,local
O006-C140-CMP-CP02,uses,O006-C140-CMP-CA04,local
O006-C140-CMP-CP02-ALG01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ALG02,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ALG03,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ALG04,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ALG05,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-CELLS-CLEAN-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-CONTRASTS-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-COVERAGE-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-COVERAGE-SVG,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-COVERAGE-TXT,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-DIAGNOSTICS-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-DIAGNOSTICS-TXT,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-DISPERSION-PROFILE-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-FREQUENTIST-COMPARISON-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-INFLUENCE-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-INTERVALS-SVG,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-INTERVALS-TXT,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-MODEL-COMPARISON-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-POSTERIOR-PREDICTIVE-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-POSTERIOR-SUMMARY-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-SENSITIVITY-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-SENSITIVITY-SVG,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-CP02-SENSITIVITY-TXT,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-ANALYSIS-MANIFEST-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-CLEAN-DATA-CP02-CELLS-CLEAN-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-CLEAN-METADATA-COLUMN-MANIFEST-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-CLEAN-METADATA-MANIFEST-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-CLEAN-METADATA-ROW-MANIFEST-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-CLEAN-METADATA-TRANSFORM-LEDGER-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-PROVENANCE-DATASET-PROVENANCE-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-PROVENANCE-INPUT-MANIFEST-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-PROVENANCE-RIGHTS-EVIDENCE-MD,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-PROVENANCE-SCHEMA-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-RECEIPT-CP02-ANALYSIS-RECEIPT-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-RECEIPT-CP02-TRANSFORM-RECEIPT-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-DATA-NEST-PROPENSITY-CSV,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-DATA-README-MD,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-METADATA-DOI-10-5061-DRYAD-573N5TBF3-REDISTRIBUTION-REDACTION-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-CC0-1-0-LEGALCODE-HTML,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-DATACITE-DOI-10-5061-DRYAD-573N5TBF3-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-DATASET-DOI-10-5061-DRYAD-573N5TBF3-API-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-DOI-10-5061-DRYAD-573N5TBF3-REDACTED-HTML,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-DRYAD-REUSE-GUIDE-HTML,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-FILE-2765112-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-FILE-2765118-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-VERSION-268230-FILES-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-RIGHTS-WITNESS-VERSION-268230-JSON,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-SCRIPT-RUN-CP02-ANALYSIS-PY,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-SCRIPT-TRANSFORM-CP02-PY,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-CC0-1-0-LEGALCODE-HTML-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-DATACITE-DOI-10-5061-DRYAD-573N5TBF3-JSON-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-DATASET-DOI-10-5061-DRYAD-573N5TBF3-API-JSON-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-DOI-10-5061-DRYAD-573N5TBF3-RESOLVED-HTML-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-DRYAD-REUSE-GUIDE-HTML-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-FILE-2765112-JSON-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-FILE-2765118-JSON-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-NEST-PROPENSITY-CSV-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-README-MD-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-VERSION-268230-FILES-JSON-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ASSET-SOURCE-TRANSPORT-WITNESS-VERSION-268230-JSON-HEADERS,supports,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-ATTR01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-DATA01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-DEF01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-DEF02,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-FIG01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-FIG02,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-FIG03,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-ANS,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-H01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-H02,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-BAYES,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-CONC,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-DATA,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-DIAG,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-FREQ,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-REPLAY,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-SOL-SENS,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-A,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-B,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-C,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-D,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-E,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-F,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-G,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-P01-TASK-H,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB00,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB02,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB03,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB04,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB05,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB06,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB07,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-RUB08,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-SEC01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-TAB01,belongs_to,O006-C140-CMP-CP02,local
O006-C140-CMP-CP02-TAB02,belongs_to,O006-C140-CMP-CP02,local
